Timestamp,Person Identified,Distance,Probability
2024-05-19T00:27:56.057979,ronaldo,1.0667905807495117,0.8
2024-05-19T00:27:57.459857,daysem,0.9003192186355591,0.8
2024-05-19T00:27:58.831213,eto,0.6620779633522034,0.8
2024-05-19T00:28:00.213888,eto,1.1626405715942383,0.6
2024-05-19T00:28:01.629107,maradona,0.8092422485351562,1.0
2024-05-19T00:28:03.022533,messy,0.5856677293777466,1.0
2024-05-19T00:28:04.407067,daysem,1.122469425201416,0.6
2024-05-19T00:28:05.718507,zidane,0.6248685717582703,1.0
2024-05-20T10:40:54.510002,ronaldo,1.0667905807495117,0.8
2024-05-20T10:40:55.632877,daysem,0.9003192782402039,0.8
2024-05-20T10:40:56.750852,eto,0.6620779633522034,0.8
2024-05-20T10:40:57.871114,ghrayeb,0.5623703598976135,1.0
2024-05-20T10:40:59.009021,maradona,0.8092421889305115,1.0
2024-05-20T10:41:00.153318,messy,0.5856676697731018,1.0
2024-05-20T10:41:01.273551,hamilton,1.0427095890045166,0.6
2024-05-20T10:41:02.405823,zidane,0.6248685121536255,1.0
